Memory Space: default (color=0)
Total bytes: 11122502144 (10.36GiB)
  cumulative_size;       size;       offset; used_by_n_values; shapes_list
  ------------------------------------------------------------
    1.00GiB(  9%);    1.00GiB;   6315474944;                2; 2×bf16[1,2048,262144]
    2.00GiB( 18%);    1.00GiB;   7389265920;                2; bf16[1,2047,262144], bf16[2048,320]
    2.19GiB( 20%);  192.00MiB;    214532096;                2; bf16[2048], bf16[262144,320]
    2.25GiB( 21%);   64.00MiB;   6155894784;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.31GiB( 21%);   64.00MiB;   5979389952;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.38GiB( 22%);   64.00MiB;   5802885120;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.44GiB( 22%);   64.00MiB;   5626314752;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.50GiB( 23%);   64.00MiB;   5449744384;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.56GiB( 24%);   64.00MiB;   5273174016;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.62GiB( 24%);   64.00MiB;   5096603648;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.69GiB( 25%);   64.00MiB;   4920033280;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.75GiB( 25%);   64.00MiB;   4743495680;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.81GiB( 26%);   64.00MiB;   4564893696;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.88GiB( 27%);   64.00MiB;   4384194560;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    2.94GiB( 27%);   64.00MiB;   4203495424;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.00GiB( 28%);   64.00MiB;   4022796288;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.06GiB( 28%);   64.00MiB;   3838050304;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.12GiB( 29%);   64.00MiB;   3651977216;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.19GiB( 29%);   64.00MiB;   3465904128;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.25GiB( 30%);   64.00MiB;   3279962112;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.31GiB( 31%);   64.00MiB;   3094151168;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.38GiB( 31%);   64.00MiB;   2908340224;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.44GiB( 32%);   64.00MiB;   2722529280;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.50GiB( 32%);   64.00MiB;   2536718336;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.56GiB( 33%);   64.00MiB;   2350907392;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.62GiB( 33%);   64.00MiB;   2165096448;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.69GiB( 34%);   64.00MiB;   1983283200;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.75GiB( 35%);   64.00MiB;   1802780672;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.81GiB( 35%);   64.00MiB;   1622278144;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.88GiB( 36%);   64.00MiB;   1441775616;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    3.94GiB( 36%);   64.00MiB;   1261273088;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    4.00GiB( 37%);   64.00MiB;   1080770560;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    4.06GiB( 37%);   64.00MiB;    898170880;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    4.12GiB( 38%);   64.00MiB;    717668352;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    4.19GiB( 39%);   64.00MiB;    537165824;                2; bf16[4,2048,2,2048], bf16[4,2048,2048,2]
    4.25GiB( 39%);   64.00MiB;    241893376;                1; bf16[4,2048,2048,2]
    4.29GiB( 40%);   40.00MiB;    432193536;                2; 2×bf16[2048,10240]
    4.33GiB( 40%);   40.00MiB;    474136576;                2; 2×bf16[2048,10240]
    4.37GiB( 40%);   40.00MiB;    612696064;                2; 2×bf16[2048,10240]
    4.41GiB( 41%);   40.00MiB;    654639104;                2; 2×bf16[2048,10240]
    4.45GiB( 41%);   40.00MiB;    793198592;                2; 2×bf16[2048,10240]
    4.48GiB( 41%);   40.00MiB;    835141632;                2; 2×bf16[2048,10240]
    4.52GiB( 42%);   40.00MiB;    973701120;                2; 2×bf16[2048,10240]
    4.56GiB( 42%);   40.00MiB;   1015644160;                2; 2×bf16[2048,10240]
    4.60GiB( 42%);   40.00MiB;   1156300800;                2; 2×bf16[2048,10240]
    4.64GiB( 43%);   40.00MiB;   1198243840;                2; 2×bf16[2048,10240]
    4.68GiB( 43%);   40.00MiB;   1336803328;                2; 2×bf16[2048,10240]
    4.72GiB( 44%);   40.00MiB;   1378746368;                2; 2×bf16[2048,10240]
    4.76GiB( 44%);   40.00MiB;   1517305856;                2; 2×bf16[2048,10240]
    4.80GiB( 44%);   40.00MiB;   1559248896;                2; 2×bf16[2048,10240]
    4.84GiB( 45%);   40.00MiB;   1697808384;                2; 2×bf16[2048,10240]
    4.88GiB( 45%);   40.00MiB;   1739751424;                2; 2×bf16[2048,10240]
    4.91GiB( 45%);   40.00MiB;   1878310912;                2; 2×bf16[2048,10240]
    4.95GiB( 46%);   40.00MiB;   1920253952;                2; 2×bf16[2048,10240]
    4.99GiB( 46%);   40.00MiB;   2100756480;                2; 2×bf16[2048,10240]
    5.03GiB( 46%);   40.00MiB;   2058813440;                2; 2×bf16[2048,10240]
    5.07GiB( 47%);   40.00MiB;   4140236800;                2; 2×bf16[2048,10240]
    5.11GiB( 47%);   40.00MiB;   4098293760;                2; 2×bf16[2048,10240]
    5.15GiB( 48%);   40.00MiB;   4320935936;                2; 2×bf16[2048,10240]
    5.19GiB( 48%);   40.00MiB;   4278992896;                2; 2×bf16[2048,10240]
    5.23GiB( 48%);   40.00MiB;   4501635072;                2; 2×bf16[2048,10240]
    5.27GiB( 49%);   40.00MiB;   4459692032;                2; 2×bf16[2048,10240]
    5.30GiB( 49%);   40.00MiB;   4682334208;                2; 2×bf16[2048,10240]
    5.34GiB( 49%);   40.00MiB;   4640391168;                2; 2×bf16[2048,10240]
    5.38GiB( 50%);   40.00MiB;   4860936192;                2; 2×bf16[2048,10240]
    5.42GiB( 50%);   40.00MiB;   4818993152;                2; 2×bf16[2048,10240]
    5.46GiB( 50%);   40.00MiB;   5037506560;                2; 2×bf16[2048,10240]
    5.50GiB( 51%);   40.00MiB;   4995563520;                2; 2×bf16[2048,10240]
    5.54GiB( 51%);   40.00MiB;   5214076928;                2; 2×bf16[2048,10240]
    5.58GiB( 51%);   40.00MiB;   5172133888;                2; 2×bf16[2048,10240]
    5.62GiB( 52%);   40.00MiB;   5390647296;                2; 2×bf16[2048,10240]
    5.66GiB( 52%);   40.00MiB;   5348704256;                2; 2×bf16[2048,10240]
    5.70GiB( 53%);   40.00MiB;   5567217664;                2; 2×bf16[2048,10240]
    5.73GiB( 53%);   40.00MiB;   5525274624;                2; 2×bf16[2048,10240]
    5.77GiB( 53%);   40.00MiB;   5743788032;                2; 2×bf16[2048,10240]
    5.81GiB( 54%);   40.00MiB;   5701844992;                2; 2×bf16[2048,10240]
    5.85GiB( 54%);   40.00MiB;   5920358400;                2; 2×bf16[2048,10240]
    5.89GiB( 54%);   40.00MiB;   5878415360;                2; 2×bf16[2048,10240]
    5.93GiB( 55%);   40.00MiB;   6096863232;                2; 2×bf16[2048,10240]
    5.97GiB( 55%);   40.00MiB;   6054920192;                2; 2×bf16[2048,10240]
    6.01GiB( 55%);   40.00MiB;   6273368064;                2; 2×bf16[2048,10240]
    6.05GiB( 56%);   40.00MiB;   6231425024;                2; 2×bf16[2048,10240]
    6.09GiB( 56%);   40.00MiB;   7432585216;                1; bf16[2048,10240]
    6.12GiB( 57%);   40.00MiB;   7474528256;                1; bf16[2048,10240]
    6.16GiB( 57%);   40.00MiB;   7516471296;                1; bf16[2048,10240]
    6.20GiB( 57%);   40.00MiB;   7558414336;                1; bf16[2048,10240]
    6.24GiB( 58%);   40.00MiB;   5975212032;                1; bf16[2048,10240]
    6.28GiB( 58%);   40.00MiB;   7600357376;                1; bf16[2048,10240]
    6.32GiB( 58%);   40.00MiB;   5794480128;                1; bf16[2048,10240]
    6.36GiB( 59%);   40.00MiB;   7642300416;                1; bf16[2048,10240]
    6.40GiB( 59%);   40.00MiB;   5617909760;                1; bf16[2048,10240]
    6.44GiB( 59%);   40.00MiB;   7684243456;                1; bf16[2048,10240]
    6.48GiB( 60%);   40.00MiB;   5441339392;                1; bf16[2048,10240]
    6.52GiB( 60%);   40.00MiB;   7726186496;                1; bf16[2048,10240]
    6.55GiB( 60%);   40.00MiB;   5264769024;                1; bf16[2048,10240]
    6.59GiB( 61%);   40.00MiB;   7768129536;                1; bf16[2048,10240]
    6.63GiB( 61%);   40.00MiB;   5088198656;                1; bf16[2048,10240]
    6.67GiB( 62%);   40.00MiB;   7810072576;                1; bf16[2048,10240]
    6.71GiB( 62%);   40.00MiB;   4911628288;                1; bf16[2048,10240]
    6.75GiB( 62%);   40.00MiB;   7852015616;                1; bf16[2048,10240]
    6.79GiB( 63%);   40.00MiB;   4732993536;                1; bf16[2048,10240]
    6.83GiB( 63%);   40.00MiB;   7893958656;                1; bf16[2048,10240]
